rankingNum,universidadName,presenciaPosicion,impactoPosicion,aperturaPosicion,excelenciaPosicion
5752,Polytechnic University of Tirana / Universiteti Politeknik i Tiranës,8383,11127,4628,4628
5752,(3) Tashkent Pediatric Medical Institute Nukus Branch,9072,1993,6626,6626
5752,Metropolitan College,9362,3952,6626,6626
5757,Quest International University Perak,16146,4807,6626,6626
5757,Catawba College,6932,2086,6626,6626
5757,Université de la Nouvelle Calédonie,9443,11027,4628,4628
5760,University of Arkansas Division of Agriculture,5212,2189,6626,6626
5760,Anne Arundel Community College,6505,2121,6626,6626
5760,Universidade Vale do Rio Verde UNINCOR,5008,6660,5518,5518
5763,Sardar Vallabhbhai National Institute of Technology Surat,8581,7472,6626,6626
5763,Russian State University for the Humanities / Российский государственный гуманитарный университет,2338,2415,6626,6626
5763,Hood College,2740,2383,6626,6626
5763,Hochschule Heilbronn,5517,3532,6626,6626
5763,King University,12435,1883,6626,6626
5763,Langara College,5133,3838,6147,6147
5763,"Advanced Centre for Treatment, Research & Education in Cancer",8112,8808,6147,6147
5763,Escuela Colombiana de Ingeniería Julio Garavito,4435,12136,5379,5379
5771,National American University,13492,3370,6147,6147
5771,Western State Colorado University,8785,2020,6626,6626
5773,Orissa University of Agriculture & Technology,18725,10564,4565,4565
5773,Thiagarajar College,20657,19536,3852,3852
5773,Universidad Católica de Ávila,8857,7033,5379,5379
5773,Franklin University,7443,2083,6626,6626
5773,Institut Seni Indonesia Denpasar,4435,4876,6626,6626
5773,Institut Seni Indonesia Surakarta,3715,2308,6626,6626
5779,Prescott College,7183,3711,6147,6147
5779,Reitaku University / 麗澤大学,6206,5730,5681,5681
5779,College of Lake County,6877,2123,6626,6626
5779,University of Colorado System,2966,2377,6626,6626
5779,Westmont College,3081,2371,6626,6626
5784,Johnson C Smith University,7098,3738,6147,6147
5785,Glasgow School of Art,5369,2215,6626,6626
5785,Universidad del Sinú,10238,13389,5013,5013
5785,Universitas Sarjanawiyata Tamansiswa,3705,2326,6626,6626
5785,All India Institute of Medical Sciences AIIMS Rishikesh,10473,6474,6626,6626
5785,North Seattle Community College,7512,2106,6626,6626
5785,Toulouse Business School (Université Fédérale Toulouse Midi-Pyrénées),7621,5228,6626,6626
5791,Baldwin Wallace University,6338,2167,6626,6626
5791,Chaffey College,8872,2042,6626,6626
5791,United States International University,2130,4886,6626,6626
5794,Singapore University of Social Sciences SUSS (SIM University),6604,6312,6626,6626
5794,Southwestern College California,8640,2060,6626,6626
5794,Pedagogical University of Moscow City / Московский Городской Педагогический Университет,2959,4816,6626,6626
5797,Hebei University of Arts & Sciences (Xiangfan University / 湖北文理学院,6142,17430,3166,3166
5797,Islamic Azad University Shahr Majlesi,5940,12269,4471,4471
5797,Kyiv National University of Trade and Economics / Київський національний торговельно економічний університет,3920,11575,5681,5681
5797,Alma College,6877,2156,6626,6626
5797,Delta College,6829,2159,6626,6626
5797,Cuyahoga Community College,5887,2200,6626,6626
5803,Kremenchuk Mykhailo Ostrohradskyi National University (Polytechnic University) / Кременчуцький національний університет Михайла Остроградського,5816,2206,6626,6626
5803,Northwestern Michigan College,6206,2191,6626,6626
5805,Lake Erie College of Osteopathic Medicine,15605,3024,6626,6626
5805,Northwood University,12659,1932,6626,6626
5805,National University of Food Technologies Kyiv / Національний Університет Харчових Технологій,2566,7851,6626,6626
5805,Palm Beach State College,5586,2231,6626,6626
5805,Kirkurk University,923,16210,5096,5096
5805,World Maritime University,4838,5218,6626,6626
5805,Armed Forces Medical College,17569,8936,4942,4942
5812,Cyprus Institute,3341,7157,6626,6626
5812,Islamic Azad University,2718,5770,6626,6626
5812,Universitas PGRI Madiun,4463,2310,6626,6626
5815,Virginia Wesleyan University,8940,3670,6147,6147
5815,Bundelkhand University Jhansi,14675,9887,4808,4808
5815,Mahatma Gandhi University Kerala,3294,5678,6626,6626
5815,Politeknik Perkapalan Negeri Surabaya,4690,5524,6626,6626
5815,Federal University of Agriculture Makurdi,10715,11631,5201,5201
5815,Full Sail University,10285,2023,6626,6626
5815,Instituto Latinoamericano de la Comunicacion Educativa,2357,2497,6626,6626
5822,Guangzhou Academy of Fine Arts / 广州美术学院,9308,2069,6626,6626
5822,Institute of World Economy / Института Мировой Экономики и Международных Отношений ИМЭМО,3208,5892,6626,6626
5822,Universidad Nacional del Noroeste de la Provincia de Buenos Aires,5193,9698,5013,5013
5822,(4) University of the People,13679,1915,6626,6626
5822,Zhongkai University of Agriculture and Engineering / 仲恺农业工程学院,6415,16653,3363,3363
5822,Santa Fe College FL,5212,2273,6626,6626
5822,School for International Training,4252,2335,6626,6626
5829,Kazakh-British Technical University / Казахстанско-Британский Технический Университет,10119,9610,4942,4942
5829,Misericordia University,4373,2333,6626,6626
5829,Bank Street College of Education,10155,2036,6626,6626
5832,Institución Universitaria Fundación Educativa Esumer,7390,6685,5902,5902
5832,New Mexico Highlands University,7621,3773,6147,6147
5832,Osaka Gakuin University / 大阪学院大学,3896,6122,5681,5681
5832,Islamic Azad University Shahre Quods,9654,18545,3688,3688
5832,Saint Petersburg College,3488,2403,6626,6626
5832,Hainan College of Vocation and Technique / 海南职业技术学院,17168,1799,6626,6626
5838,Saratov State Agrarian University / Саратовский государственный аграрный университет Н И Вавилова,2680,5300,5902,5902
5838,Benedictine College,11042,2018,6626,6626
5840,Universitas Muhammadiyah Sumatera Utara,3726,2397,6626,6626
5840,Institut Nacional d’Educació Física de Catalunya,12597,10997,4628,4628
5840,Modibbo Adama University of Technology Yola (Federal University of Technology),22592,13067,5201,5201
5843,Clackamas Community College,10886,2031,6626,6626
5843,Saint Vincent College,5466,2288,6626,6626
5843,Universidad Autónoma Latinoamericana,5912,8599,5902,5902
5843,Universidade de Cruz Alta UNICRUZ,5193,9313,5681,5681
5847,Saint Petersburg State University of Technology and Design / Санкт Петербу́ргский госуда́рственный университе́т технологии и диза́йна,6673,3870,6147,6147
5847,Southern Baptist Theological Seminary,4463,2358,6626,6626
5849,Académie d'Orléans Tours,960,2767,6626,6626
5849,Rutgers The State University of New Jersey Camden,3995,7340,6626,6626
5849,Collin College,3955,2398,6626,6626
5849,Université de Yaounde I,28782,25477,1558,1558
5849,William Carey University,9693,2095,6626,6626
5854,Military Medical Academy Sofia / Военномедицинска академия,13906,13366,4064,4064
5854,Western New Mexico University,6650,2239,6626,6626
5854,Xi'An Academy of Fine Arts / 西安美术学院,7752,2183,6626,6626
5854,Roane State Community College,10000,2081,6626,6626
5854,Inner Mongolia Normal University Hongde College / 内蒙古师范大学鸿德学院,20406,1739,6626,6626
5854,Islamic Azad University Zahedan,7928,13046,4284,4284
5854,Fachhochschule Joanneum,4030,9404,5681,5681
5861,Dr Bhim Rao Ambedkar University Agra,19727,10996,4528,4528
5861,Privolzhskiy Research Medical University / Приволжский исследовательский медицинский университет,6274,15001,3824,3824
5861,Texas A&M University San Antonio,8446,6251,6626,6626
5861,Universidad Católica de Colombia,2035,7461,5518,5518
5861,ISM University of Management and Economics / ISM Vadybos ir ekonomikos universitetas,3784,7896,5379,5379
5866,Owens Community College,8634,2154,6626,6626
5866,Point Park University,8122,2178,6626,6626
5866,Shanghai Theatre Academy / 上海戏剧学院,7928,2185,6626,6626
5869,Universidad de Ciego de Ávila,7352,14544,4871,4871
5869,Lee College,8521,2169,6626,6626
5869,Marywood University,6877,3345,6626,6626
5869,Merced College,9698,2117,6626,6626
5869,Nishi Kyushu University / 西九州大学,5276,10574,4871,4871
5869,Salem College,9293,2136,6626,6626
5875,North Dakota University System,6877,5659,6626,6626
5876,Metropolitan Community College Kansas City,7352,2228,6626,6626
5876,Universidad Centroamericana,76,6377,5902,5902
5876,Universidad Católica de Oriente,8581,9108,5902,5902
5879,(1) Sana'a University,13208,16237,3342,3342
5879,Islamic Azad University Damghan,8996,14769,3824,3824
5879,Dhofar University,2895,23733,3517,3517
5882,College of Saint Rose,7212,2257,6626,6626
5882,Indian Institute of Space Science & Technology,9220,6953,6626,6626
5882,North Central College,6932,2271,6626,6626
5885,Navsari Agricultural University,9432,10536,4808,4808
5885,Northwestern College Iowa,5263,2365,6626,6626
5885,Anderson University Indiana,7390,2253,6626,6626
5885,California Institute of Integral Studies,7159,2266,6626,6626
5885,Himeji Dokkyo University / 姫路獨協大学,6072,8295,5280,5280
5890,Universidad Tecnológica Centroamericana,1235,6836,5681,5681
5890,Université Sultan Moulay Slimane Beni Mellal,15892,14708,3688,3688
5892,Hubei Institute of Fine Arts / 湖北美术学院,8009,2227,6626,6626
5892,Universitas Potensi Utama,4067,5686,6626,6626
5892,Pskov State University / Псковский государственный университет,2176,7454,6626,6626
5892,Stamford University Bangladesh,18808,12690,5013,5013
5892,Amman Arab University,10669,14012,5280,5280
5892,Alverno College,8190,2224,6626,6626
5892,Duale Hochschule Baden Württemberg DHBW,4819,2401,6626,6626
5899,Air Force Institute of Technology / Instytut Techniczny Wojsk Lotniczych,19788,14290,4628,4628
5900,Houghton College,5358,2387,6626,6626
5900,Centenary College of Louisiana,10181,2150,6626,6626
5900,Lincoln Institute of Land Policy,5392,2382,6626,6626
5900,Education Development Center / Ośrodek Rozwoju Edukacji,3291,2540,6626,6626
5904,Yenepoya University,3955,12139,4628,4628
5904,Hochschule (Fachhochschule) Hannover,3410,2537,6626,6626
5906,Geneva College,6338,2343,6626,6626
5906,Institut des Hautes Études Economiques et Commerciales INSEEC,9469,5383,6626,6626
5906,Universitas AMIKOM Yogyakarta,3381,6784,6626,6626
5906,Chittagong Veterinary and Animal Sciences University,16146,13576,4871,4871
5910,American University in Bulgaria / Американски университет в България,9243,5824,5681,5681
5910,Brookhaven College,8801,2222,6626,6626
5910,Mott Community College,8269,2250,6626,6626
5910,Salt Lake Community College,4890,2429,6626,6626
5910,Boston Architectural College,9054,2207,6626,6626
5915,Academy of Korean Studies / 한국학중앙연구원,417,3067,6626,6626
5915,Heritage University,7239,2309,6626,6626
5917,Ahlia University,11442,13193,5280,5280
5917,Tianjin Academy of Fine Arts / 天津美术学院,10850,2149,6626,6626
5917,Otis College of Art & Design,5103,2428,6626,6626
5917,Rajiv Gandhi University of Health Sciences,7292,7648,5379,5379
5921,Spring Arbor University,10946,2152,6626,6626
5921,BPP University College of Professional Studies,5940,2386,6626,6626
5921,Walla Walla University,6852,2339,6626,6626
5924,Universidad de Boyacá,7323,10841,5902,5902
5925,Universidad de Matanzas Camilo Cienfuegos,17087,13669,5013,5013
5925,Saint Joseph University Connecticut,5616,5231,6626,6626
5925,Whatcom Community College,5483,2423,6626,6626
5928,Universitas Islam Bandung,1169,2880,6626,6626
5928,Al Qasim Green University,6338,20697,3937,3937
5928,Universitas Islam Negeri UIN Walisongo Semarang,1430,2834,6626,6626
5928,Becker College,11299,2160,6626,6626
5928,Bilecik Şeyh Edebali Üniversitesi,2988,8084,6626,6626
5928,Cecos University,22125,12700,4748,4748
5928,Humanitas University,14585,8099,6626,6626
5928,(4) Keiser University,8087,2700,6626,6626
5928,Stevenson University (Villa Julie College),4933,2462,6626,6626
5937,Thomas College,7752,2313,6626,6626
5937,Universidad Earth Costa Rica,3637,6483,5681,5681
